1	2
1	5
1	12
1	21
1	37
1	47
1	51
1	61
1	70
1	73
1	74
1	75
1	80
1	82
1	160
1	170
1	206
1	210
1	247
1	271
1	286
1	290
1	294
1	309
1	310
1	311
1	325
1	404
1	451
1	455
1	459
1	510
1	532
1	573
1	624
1	690
1	698
1	746
1	748
1	764
1	767
1	775
1	864
1	898
1	905
1	947
1	957
1	977
1	996
2	5
2	17
2	21
2	37
2	59
2	69
2	70
2	74
2	82
2	87
2	93
2	94
2	96
2	105
2	149
2	164
2	204
2	205
2	208
2	235
2	257
2	263
2	285
2	286
2	293
2	309
2	310
2	315
2	319
2	333
2	339
2	359
2	378
2	454
2	459
2	460
2	543
2	558
2	651
2	755
2	921
2	937
2	952
2	996
2	997
3	4
3	36
3	42
3	77
3	91
3	104
3	109
3	112
3	119
3	133
3	144
3	178
3	191
3	197
3	228
3	238
3	241
3	249
3	256
3	321
3	335
3	345
3	347
3	369
3	370
3	466
3	478
3	487
3	528
3	599
3	601
3	615
3	664
3	688
3	767
3	774
3	792
3	810
3	828
3	842
3	845
3	873
3	923
4	28
4	31
4	36
4	40
4	42
4	43
4	54
4	72
4	77
4	86
4	93
4	109
4	144
4	167
4	178
4	197
4	206
4	209
4	307
4	372
4	466
4	473
4	487
4	515
4	544
4	546
4	567
4	677
4	693
4	705
4	726
4	760
4	789
4	828
4	873
4	875
4	929
4	980
5	12
5	13
5	17
5	21
5	36
5	37
5	59
5	78
5	80
5	87
5	94
5	105
5	123
5	197
5	257
5	310
5	322
5	333
5	338
5	342
5	343
5	377
5	408
5	439
5	450
5	510
5	586
5	605
5	645
5	651
5	749
5	778
5	860
5	957
5	964
5	990
5	994
6	7
6	10
6	25
6	57
6	101
6	116
6	119
6	146
6	163
6	179
6	186
6	193
6	206
6	237
6	243
6	295
6	308
6	332
6	367
6	402
6	426
6	470
6	494
6	549
6	591
6	650
6	662
6	716
6	730
6	759
6	813
6	837
6	842
6	846
6	918
6	941
6	943
7	19
7	27
7	44
7	87
7	108
7	110
7	121
7	146
7	152
7	179
7	207
7	212
7	215
7	299
