1	3
2	3
3	5
4	5
5	3
6	2
7	2
8	8
9	10
10	2
11	6
12	3
13	3
14	8
15	6
16	6
17	3
18	2
19	2
20	10
21	3
22	7
23	6
24	7
25	2
26	6
27	2
28	5
29	10
30	4
31	10
32	9
33	7
34	4
35	7
36	5
37	3
38	2
39	6
40	5
41	3
42	5
43	8
44	4
45	2
46	4
47	2
48	7
49	10
50	3
51	3
52	8
53	3
54	5
55	6
56	4
57	2
58	7
59	3
60	2
61	5
62	8
63	9
64	1
65	6
66	6
67	8
68	9
69	6
70	3
71	3
72	5
73	3
74	3
75	3
76	3
77	5
78	3
79	9
80	3
81	6
82	3
83	9
84	6
85	4
86	5
87	2
88	8
89	2
90	10
91	3
92	8
93	5
94	3
95	7
96	3
97	3
98	6
99	1
100	8
101	2
102	4
103	4
104	1
105	3
106	10
107	2
108	2
109	5
110	2
111	2
112	1
113	9
114	2
115	4
116	2
117	7
118	4
119	2
120	4
121	2
122	4
123	3
124	10
125	6
126	2
127	7
128	9
129	6
130	8
131	3
132	9
133	5
134	7
135	2
136	2
137	8
138	6
139	8
140	6
141	7
142	2
143	2
144	5
145	4
146	2
147	2
148	4
149	3
150	6
151	2
152	2
153	9
154	4
155	7
156	7
157	6
158	8
159	5
160	6
161	7
162	7
163	2
164	3
165	8
166	9
167	5
168	3
169	4
170	3
171	1
172	4
173	3
174	6
175	7
176	7
177	4
178	5
179	2
180	2
181	9
182	6
183	4
184	8
185	1
186	2
187	4
188	7
189	2
190	4
191	5
192	7
193	2
194	5
195	2
196	2
197	5
198	7
199	1
200	2
201	6
202	2
203	2
204	3
205	8
206	1
207	2
208	3
209	5
210	1
211	4
212	2
213	8
214	3
215	1
216	9
217	5
218	2
219	9
220	7
221	2
222	3
223	4
224	2
225	6
226	10
227	9
228	5
229	5
230	10
231	2
232	2
233	7
234	4
235	2
236	5
237	5
238	5
239	8
240	5
241	5
242	4
243	9
244	5
245	3
246	4
247	3
248	2
249	5
250	10
251	8
252	3
253	2
254	3
255	10
256	8
257	3
258	9
259	3
260	7
261	7
262	10
263	3
264	4
265	2
266	10
267	8
268	10
269	2
270	8
271	4
272	10
273	4
274	6
275	5
276	2
277	2
278	1
279	2
280	9
281	5
282	10
283	3
284	10
285	1
286	3
287	4
288	6
289	3
290	3
291	2
292	9
293	3
294	3
295	2
296	4
297	3
298	6
299	2
300	9
301	8
302	4
303	6
304	2
305	7
306	1
307	5
308	2
309	3
310	3
311	3
312	10
313	4
314	2
315	3
316	2
317	3
318	3
319	2
320	7
321	9
322	3
323	7
324	6
325	3
326	3
327	8
328	1
329	9
330	8
331	3
332	2
333	3
334	1
335	5
336	4
337	2
338	3
339	1
340	4
341	10
342	3
343	1
344	10
345	5
346	4
347	5
348	8
349	7
350	4
351	1
352	6
353	4
354	7
355	4
356	2
357	3
358	2
359	3
360	9
361	9
362	7
363	4
364	5
365	2
366	9
367	2
368	3
369	5
370	5
371	4
372	5
373	7
374	7
375	4
376	6
377	3
378	3
379	7
380	2
381	10
382	4
383	2
384	4
385	6
386	1
387	7
388	3
389	2
390	2
391	2
392	9
393	5
394	1
395	4
396	8
397	6
398	3
399	3
400	4
401	3
402	2
403	4
404	3
405	8
406	4
407	10
408	2
409	6
410	5
411	3
412	2
413	1
414	2
415	6
416	10
417	5
418	8
419	2
420	2
421	7
422	4
423	3
424	3
425	4
426	2
427	3
428	2
429	10
430	2
431	6
432	7
433	9
434	1
435	2
436	2
437	2
438	7
439	3
440	9
441	2
442	9
443	5
444	4
445	2
446	10
447	3
448	7
449	1
450	2
451	1
452	2
453	10
454	3
455	3
456	4
457	6
458	9
459	3
460	3
461	3
462	1
463	3
464	10
465	3
466	5
467	7
468	2
469	4
470	2
471	4
472	8
473	5
474	3
475	4
476	3
477	4
478	5
479	1
480	2
481	6
482	2
483	3
484	2
485	1
486	8
487	5
488	5
489	2
490	5
491	7
492	8
493	2
494	2
495	1
496	7
497	2
498	2
499	2
500	2
501	2
502	2
503	2
504	10
505	9
506	2
507	6
508	5
509	6
510	3
511	1
512	3
513	7
514	2
515	2
516	2
517	3
518	4
519	2
520	6
521	3
522	7
523	1
524	9
525	3
526	1
527	4
528	5
529	5
530	8
531	6
532	3
533	6
534	4
535	4
536	7
537	2
538	10
539	2
540	3
541	4
542	4
543	9
544	8
545	5
546	7
547	1
548	6
549	2
550	10
551	6
552	2
553	8
554	3
555	8
556	3
557	4
558	3
559	6
560	2
561	4
562	5
563	8
564	9
565	8
566	4
567	6
568	6
569	6
570	2
571	2
572	2
573	3
574	5
575	3
576	3
577	1
578	4
579	4
580	9
581	2
582	10
583	2
584	9
585	6
586	3
587	2
588	5
589	4
590	2
591	2
592	5
593	4
594	5
595	2
596	2
597	6
598	2
599	5
600	10
601	5
602	8
603	5
604	3
605	3
606	2
607	3
608	7
609	8
610	1
611	9
612	2
613	6
614	8
615	5
616	1
