1	11
1	33
1	54
1	56
1	62
1	68
1	101
1	103
1	159
1	209
1	211
1	229
1	345
1	372
1	373
1	425
1	604
1	840
1	1077
1	1087
1	1150
1	1459
1	1491
1	1541
1	1590
1	1675
1	1837
1	1901
2	18
2	38
2	43
2	108
2	197
2	216
2	294
2	351
2	470
2	541
2	557
2	632
2	650
2	695
2	915
2	992
2	1100
2	1128
2	1182
2	1190
2	1220
2	1325
2	1350
2	1503
2	1557
2	1579
2	1702
2	1730
3	7
3	120
3	157
3	227
3	258
3	267
3	342
3	347
3	385
3	409
3	446
3	458
3	566
3	600
3	800
3	886
3	1108
3	1223
3	1299
3	1339
3	1594
3	1600
3	1603
3	1658
3	1896
3	1925
4	19
4	67
4	92
4	107
4	123
4	145
4	161
4	172
4	173
4	183
4	189
4	224
4	297
4	606
4	629
4	728
4	736
4	773
4	1236
4	1261
4	1340
4	1356
4	1402
4	1634
4	1712
4	1855
5	22
5	117
5	120
5	182
5	291
5	488
5	508
5	514
5	556
5	626
5	658
5	737
5	940
5	1068
5	1120
5	1201
5	1204
5	1236
5	1289
5	1348
5	1404
5	1556
5	1744
5	1826
5	1900
6	37
6	66
6	97
6	121
6	135
6	138
6	212
6	221
6	223
6	242
6	308
6	346
6	422
6	502
6	559
6	621
6	672
6	732
6	1035
6	1119
6	1661
6	1704
6	1781
6	1791
6	1807
7	11
7	64
7	228
7	275
7	380
7	445
7	657
7	683
7	710
7	723
7	793
7	1151
7	1207
7	1346
7	1437
7	1483
7	1572
7	1714
7	1821
7	1953
7	1971
8	16
8	20
8	24
8	66
8	85
8	186
8	384
8	397
8	557
8	698
8	833
8	966
8	1266
8	1384
8	1399
8	1567
8	1575
8	1719
8	1790
8	1816
8	1859
9	39
9	50
9	249
9	429
9	495
9	588
9	596
9	783
9	951
9	965
9	978
9	1044
9	1114
9	1448
9	1521
9	1551
9	1710
9	1805
9	1869
9	1933
10	62
10	90
10	195
10	219
10	270
10	303
10	365
10	366
10	439
10	629
10	667
10	860
10	906
10	970
10	996
10	1367
10	1698
10	1828
10	2000
11	31
11	33
11	45
11	60
11	83
11	101
11	238
11	304
11	358
11	404
11	534
11	922
11	1383
11	1411
11	1707
11	1861
11	1997
12	45
12	58
12	70
12	179
12	328
12	333
12	371
12	475
12	608
12	801
12	1061
12	1137
12	1142
12	1264
12	1608
12	1612
12	1680
13	18
13	43
13	294
13	341
13	349
13	433
13	435
13	505
13	614
13	770
13	946
13	971
13	1175
13	1222
13	1374
13	1481
13	1587
14	30
14	102
14	127
14	163
14	188
14	222
14	403
14	448
14	550
14	584
14	735
14	808
14	823
14	850
14	997
14	1150
14	1294
15	162
15	169
15	183
15	213
15	527
15	596
15	630
15	644
15	762
15	848
15	990
15	1003
15	1009
15	1011
15	1296
15	1826
16	19
16	35
16	189
16	322
16	488
16	499
16	764
16	918
16	1132
16	1170
16	1198
16	1555
16	1900
16	1974
16	1976
17	42
17	50
17	75
17	78
17	106
17	228
17	342
17	378
17	485
17	1202
17	1274
17	1330
17	1338
17	1531
17	1992
17	1998
18	43
18	279
18	341
18	465
18	553
18	558
18	677
18	870
18	897
18	1101
18	1222
18	1325
18	1344
18	1845
19	22
19	44
19	225
19	297
19	381
19	411
19	509
19	647
19	1316
19	1523
19	1609
19	1659
19	1941
20	54
20	84
20	113
20	129
20	335
20	342
20	395
20	456
20	472
20	824
20	1584
20	1592
20	1780
20	1875
21	91
21	137
21	159
21	366
21	472
21	743
21	982
21	1054
21	1056
21	1209
21	1284
21	1355
21	1709
21	1750
22	86
22	94
22	331
22	430
22	601
22	641
22	729
22	742
22	746
22	852
22	1015
22	1820
23	129
23	175
23	200
23	338
23	414
23	449
23	776
23	838
23	1106
23	1485
23	1829
23	1850
23	1885
23	1959
24	73
24	98
24	193
24	344
24	374
24	413
24	484
24	518
24	624
24	1071
24	1227
24	1415
24	1670
25	64
25	217
25	228
25	302
25	421
25	449
25	513
25	530
25	1216
25	1265
25	1672
25	1717
25	1872
25	1957
26	48
26	51
26	65
26	100
26	120
26	345
26	458
26	670
26	701
26	1187
26	1411
26	1679
26	1904
26	1906
27	33
27	56
27	96
27	220
27	335
27	572
27	872
27	1138
27	1194
27	1313
27	1642
27	1676
27	1831
27	1934
28	52
28	103
28	230
28	284
28	296
28	817
28	837
28	873
28	1229
28	1526
28	1801
28	1855
28	1943
29	40
29	48
29	105
29	153
29	180
29	350
29	496
29	568
29	1193
29	1535
29	1558
29	1767
29	1846
30	64
30	130
30	163
30	306
30	519
30	749
30	1364
30	1373
30	1407
30	1732
30	1812
30	1818
31	60
31	62
31	257
31	457
31	545
31	616
31	755
31	969
31	1043
31	1343
31	1517
31	1905
32	35
32	148
32	225
32	514
32	546
32	555
32	737
32	1413
32	1519
32	1624
32	1856
32	1886
33	56
33	84
33	234
33	275
33	312
33	535
33	628
33	1077
33	1861
34	72
34	80
34	203
34	210
34	675
34	681
34	1135
34	1245
34	1362
34	1508
34	1644
34	1945
35	49
35	540
35	601
35	625
35	844
35	1140
35	1234
35	1302
35	1345
35	1856
36	53
36	122
36	316
36	321
36	483
36	697
36	725
36	733
36	946
36	986
36	1526
36	1554
37	87
37	97
37	261
37	371
37	389
37	463
37	707
37	952
37	1793
37	1873
38	79
38	144
38	231
38	413
38	436
38	598
38	1148
38	1401
38	1663
38	1760
39	106
39	184
39	394
39	656
39	682
39	1056
39	1395
39	1414
39	1722
39	1857
40	57
40	137
40	149
40	153
40	196
40	567
40	872
40	973
40	1562
40	1774
41	61
41	76
41	210
41	218
41	273
41	353
41	444
41	885
41	908
41	1052
41	1164
42	71
42	90
42	232
42	365
42	781
42	794
42	1076
42	1392
42	1766
42	1868
43	85
43	161
43	592
43	1100
43	1190
43	1305
43	1396
43	1601
44	81
44	161
44	185
44	468
44	536
44	1132
44	1260
44	1307
44	1639
44	1949
45	63
45	118
45	139
45	187
45	720
45	799
45	1271
45	1823
45	1994
46	65
46	112
46	136
46	177
46	377
46	633
46	740
46	765
46	1380
46	1739
46	1752
47	56
47	243
47	308
47	846
47	922
47	976
47	1113
47	1160
47	1623
47	1924
47	1930
48	137
48	154
48	544
48	1032
48	1086
48	1140
48	1173
48	1441
48	1478
49	117
49	131
49	132
49	181
49	309
49	508
49	509
49	650
49	938
49	1442
50	140
50	277
50	394
50	412
50	869
50	1166
50	1266
50	1918
51	67
51	213
51	271
51	489
51	540
51	629
51	1328
51	1577
51	1948
52	63
52	142
52	180
52	221
52	481
52	512
52	1387
52	1467
52	1918
53	126
53	250
53	292
53	727
53	897
53	995
53	1145
53	1285
53	1315
54	57
54	393
54	400
54	534
54	618
54	788
54	876
54	1902
55	170
55	198
55	327
55	561
55	603
55	814
55	1018
55	1410
55	1514
55	1777
56	88
56	101
56	1365
56	1446
56	1787
56	1969
57	219
57	396
57	410
57	1037
57	1144
57	1451
57	1506
57	1702
58	138
58	390
58	401
58	486
58	615
58	617
58	665
58	747
58	1441
59	60
59	162
59	234
59	344
59	396
59	397
59	526
59	1637
59	1686
60	302
60	330
60	652
60	1355
60	1675
60	1878
61	76
61	260
61	719
61	1073
61	1284
61	1673
61	1748
61	1883
62	90
62	370
62	529
62	1120
62	1660
62	1847
63	83
63	114
63	292
63	383
63	792
63	1412
63	1689
64	165
64	253
64	329
64	884
64	1643
64	1751
65	125
65	332
65	377
65	434
65	636
65	649
65	1970
66	139
66	563
66	589
66	873
66	879
66	961
66	1383
67	201
67	247
67	516
67	1509
67	1580
67	1637
67	1771
68	109
68	250
68	390
68	651
68	658
68	894
68	1797
68	1985
69	175
69	262
69	522
69	1102
69	1241
69	1328
69	1598
69	1779
69	1819
70	103
70	368
70	674
70	687
70	725
70	865
70	1954
71	238
71	381
71	738
71	754
71	815
71	994
71	1803
72	218
72	624
72	954
72	1057
72	1134
72	1522
72	1869
73	92
73	161
73	246
73	251
73	291
73	1198
73	1205
74	166
74	281
74	373
74	396
74	500
74	566
74	1946
74	1980
75	140
75	549
75	622
75	1044
75	1489
75	1678
75	1848
76	398
76	578
76	669
76	696
76	892
76	1604
77	89
77	99
77	117
77	209
77	491
77	609
77	934
77	937
78	106
78	277
78	364
78	620
78	1078
78	1448
78	1832
79	202
79	335
79	904
79	941
79	945
79	1493
79	1591
80	231
80	317
80	570
80	578
80	1016
80	1385
80	1619
81	362
81	538
81	893
81	987
81	1038
81	1228
81	1427
82	164
82	254
82	440
82	841
82	909
82	1030
82	1051
82	1161
83	90
83	232
83	780
83	807
83	815
83	1482
84	95
84	150
84	166
84	653
84	1131
84	1238
85	351
85	435
85	573
85	1568
85	1617
85	1628
86	110
86	127
86	661
86	662
86	893
86	1084
86	1939
87	417
87	493
87	741
87	834
87	1024
87	1124
87	1617
88	92
88	127
88	499
88	579
88	933
88	1842
88	1988
89	274
89	320
89	916
89	953
89	1008
89	1051
89	1361
90	302
90	406
90	1200
90	1961
91	266
91	374
91	459
91	584
91	1276
91	1722
92	185
92	680
92	747
92	1782
93	235
93	663
93	1149
93	1262
93	1631
93	1692
93	1807
94	115
94	437
94	607
94	671
94	803
94	1761
95	120
95	587
95	889
95	967
95	1516
95	1682
96	159
96	607
96	683
96	1255
96	1717
96	1901
97	352
97	441
97	833
97	1347
97	1960
98	275
98	456
98	494
98	843
98	911
98	1715
99	254
99	307
99	765
99	1008
99	1731
99	1757
100	154
100	310
100	1046
100	1436
100	1443
100	1778
101	500
101	587
101	1208
101	1666
102	379
102	604
102	748
102	830
102	1235
102	1382
103	135
103	259
103	482
103	1484
104	274
104	295
104	487
104	797
104	1453
104	1854
104	1864
105	115
105	261
105	311
105	379
105	675
105	710
106	677
106	863
106	1395
106	1654
107	131
107	402
107	1021
107	1885
107	1891
107	1974
108	175
108	206
108	571
108	583
108	939
108	1370
109	357
109	1147
109	1244
109	1400
109	1817
109	1917
110	148
110	246
110	636
110	1512
110	1523
110	1928
111	487
111	633
111	1644
111	1700
111	1708
111	1757
111	1908
112	1048
112	1063
112	1423
112	1690
112	1877
112	1938
113	253
113	529
113	715
113	1138
113	1806
113	1821
114	293
114	340
114	463
114	593
114	1796
114	1797
115	204
115	363
115	573
115	1586
115	1716
116	188
116	229
116	785
116	799
116	1418
116	1462
116	1564
117	148
117	1011
117	1429
117	1927
118	126
118	767
118	859
118	947
118	1168
118	1538
119	202
119	352
119	721
119	786
119	816
119	1169
119	1664
120	1297
120	1388
121	135
121	672
121	825
121	1304
121	1419
122	296
122	518
122	733
122	1135
122	1256
123	729
123	999
123	1435
123	1534
123	1929
124	177
124	538
124	847
124	1581
124	1735
124	1877
125	164
125	852
125	977
125	1062
125	1247
126	214
126	896
126	1893
126	1919
127	524
127	761
127	1871
128	641
128	686
128	895
128	942
128	1281
128	1287
129	150
129	312
129	437
129	1904
130	163
130	386
130	1414
130	1436
130	1480
131	462
131	646
131	1041
131	1865
132	569
132	1042
132	1278
132	1651
132	1968
133	152
133	204
133	573
133	1542
133	1557
133	1636
134	237
134	265
134	332
134	466
134	555
134	809
135	293
135	703
135	1475
136	383
136	476
136	487
136	769
136	1303
137	1010
137	1292
137	1322
138	223
138	589
138	1879
138	2000
139	298
139	310
139	469
139	984
140	271
140	319
140	620
140	1360
141	263
141	491
141	693
141	1075
141	1133
141	1731
142	395
142	497
142	932
142	1000
142	1253
143	179
143	258
143	960
143	1181
143	1389
143	1987
144	154
144	207
144	357
144	409
144	1769
145	531
145	887
145	1471
145	1744
145	1753
146	320
146	464
146	564
